"lang"
{
"Language"	"norwegian"
"DOTA_AnimTaunt_SniperTaunt_Desc"	"Feir et utsøkt drap eller en herlig manøver ved å vise din begeistring til fienden. Han bryr seg sikkert ikke."
"DOTA_Item_Taunt_Beautiful_Snowangel"	"Hån: Beautiful Snowangel"
"DOTA_AnimTaunt_CM_Snowangel_Desc"	"Crystal Maiden lager en snøengel!"
"DOTA_Item_Taunt_Playful_Snowball"	"Hån: Playful Snowball"
"DOTA_AnimTaunt_CM_Snowball_Desc"	"Crystal Maiden kaster en snøball!"
"DOTA_Item_Taunt_Come_and_Get_It"	"Hån: Come and Get It!"
"DOTA_Item_Desc_Taunt_Come_and_Get_It"	"Axe anmoder flere tosker å slakte!"
"DOTA_Item_Taunt_Spider_Shuffle"	"Hån: Spider Shuffle"
"DOTA_Item_Taunt_Good_Day_Sir"	"Hån: Good Day Sir!"
"DOTA_Item_Desc_Taunt_Good_Day_Sir"	" "
"DOTA_Item_Taunt_DoubleHeaded_Roar"	"Hån: Double-Headed Roar"
"DOTA_Item_Taunt_Icemelter"	"Hån: Icemelter"
"DOTA_Item_Taunt_Fish_Treat"	"Hån: Fish Treat"
"DOTA_AnimTaunt_Tidehunter_Toss_Fish_Desc"	" "
"DOTA_Item_Wrath_of_the_Orca"	"Wrath of the Orca"
"DOTA_Item_Desc_Wrath_of_the_Orca"	"Ingen beskrivelse ennå."
"DOTA_Item_Taunt_Get_Burned"	"Hån: Get Burned"
"DOTA_Item_Wuldastron_the_TwinBlade_of_Giants"	"Wuldastron the Twin-Blade of Giants"
"DOTA_Item_Desc_Wuldastron_the_TwinBlade_of_Giants"	"Få mennesker kan bruke et så mektig sverd."
"DOTA_Item_Ultimate_Belly_Flop"	"Ultimat: Belly Flop"
"DOTA_Item_Attack_Fish_Slap"	"Angrep: Fish Slap"
"DOTA_Item_Taunt_The_Jig"	"Hån: The Jig"
"DOTA_Item_Taunt_You"	"Hån: You!"
"DOTA_Item_Taunt_Dive_Dive"	"Hån: Dive! Dive!"
"DOTA_Item_Taunt_Canonical_Blast"	"Hån: Canonical Blast"
"DOTA_Item_Taunt_Shredding_the_Lute_Invisible"	"Hån: Shredding the Lute Invisible"
"DOTA_Item_Taunt_For_Death_and_Honor"	"Hån: For Death and Honor"
"DOTA_Item_Taunt_Face_the_Juggernaut"	"Hån: Face the Juggernaut"
"DOTA_Item_Taunt_Tooting_the_Horn"	"Hån: Tooting the Horn"
"DOTA_Item_Staff_of_the_TuskBereft"	"Staff of the Tusk-Bereft"
"DOTA_Item_Tusked_Bracers"	"Tusked Bracers"
"DOTA_Item_Grand_Crown_of_the_Gigas"	"Grand Crown of the Gigas"
"DOTA_Item_Desc_Grand_Crown_of_the_Gigas"	"Er det noen dyr så majestetisk som kraftfulle Gigas? Til og med Alcer og Cameloider bøyer seg for dem."
"DOTA_Item_Sinorian_Sphere_Staff"	"Sinorian Sphere Staff"
"DOTA_Item_Taunt_Bo_Staff_Beckon"	"Hån: Bo Staff Beckon"
"DOTA_Item_Taunt_Vaudville_Victory_Dance"	"Hån: Vaudville Victory Dance"
"DOTA_Item_Taunt_Murder_Lute"	"Hån: Murder Lute"
"DOTA_Item_Twin_Bull_Adornment"	"Twin Bull Adornment"
"DOTA_Item_Pauldron_of_AlFusha"	"Pauldron of Al-Fusha"
"DOTA_Item_Castors_Spaulder"	"Castor's Spaulder"
"DOTA_Item_Defender_of_the_Ivory_Isles"	"Defender of the Ivory Isles"
"DOTA_Item_Visage_of_the_Ivory_Isles"	"Visage of the Ivory Isles"
"DOTA_Item_Curled_RootStaff"	"Curled Root-Staff"
"DOTA_Item_Flared_Wooden_Crest"	"Flared Wooden Crest"
"DOTA_Item_Fireborn_Odachi"	"Fireborn Odachi"
"DOTA_Item_Taunt_Kata_of_Foot_and_Earth"	"Hån: Kata of Foot and Earth"
"DOTA_Item_Doubly_Braided_Beard"	"Doubly Braided Beard"
"DOTA_Item_Druidic_Ritual_Crest"	"Druidic Ritual Crest"
"DOTA_Item_Stoic_Mask_of_the_High_Plains"	"Stoic Mask of the High Plains"
"DOTA_Item_Wolf_Cape_of_the_High_Plains"	"Wolf Cape of the High Plains"
"DOTA_Item_Aspect_Wraps_of_the_High_Plains"	"Aspect Wraps of the High Plains"
"DOTA_Item_LongFang_the_Grey_Blade"	"Long-Fang the Grey Blade"
"DOTA_Item_Beard_of_Cycles"	"Beard of Cycles"
"DOTA_Item_Desc_Beard_of_Cycles"	"Representerer dette skjegget den brutale livssyklusen i naturen? Eller er det knyttet tilbake bare for å hindre at det kommer i veien for ens kaos? Kanskje den inneholder både et symbol og en hensikt."
"DOTA_Item_Diadem_of_the_Goddess_Enthroned"	"Diadem of the Goddess Enthroned"
"DOTA_Item_Drape_of_Foliate_Magery"	"Drape of Foliate Magery"
"DOTA_Item_Guard_of_the_Deep_Tribes"	"Guard of the Deep Tribes"
"DOTA_Item_PineSage_Sigil_Stones"	"Pine-Sage Sigil Stones"
"DOTA_Item_Modestly_Braided_Beard"	"Modestly Braided Beard"
"DOTA_Item_Taunt_Kata_of_Blade_and_Sky"	"Hån: Kata of Blade and Sky"
"DOTA_Item_Cuffs_of_Oak_and_Yew"	"Cuffs of Oak and Yew"
"DOTA_Item_Kraken_Shell"	"Kraken Shell"
"DOTA_Item_Octopus_Hat"	"Octopus Hat"
"DOTA_Item_Grand_Claive_of_the_Unshamed"	"Grand Claive of the Unshamed"
"DOTA_Item_Wyrm_Shield_of_Uldorak"	"Wyrm Shield of Uldorak"
"DOTA_Item_Belt_o_Wicked_Badness"	"Belt o' Wicked Badness"
"DOTA_Item_Kimono_of_the_Ebony_Tower"	"Kimono of the Ebony Tower"
"DOTA_Item_Bracers_of_the_Ebony_Tower"	"Bracers of the Ebony Tower"
"DOTA_Item_Relic_Blade_of_the_KuurIshiminari"	"Relic Blade of the Kuur-Ishiminari"
"DOTA_Item_Kantusa_the_Script_Sword"	"Kantusa the Script Sword"
"DOTA_Item_Omnishred_the_Defiant"	"Omnishred the Defiant"
"DOTA_Item_Healing_Ward_of_the_KuurIshiminari"	"Healing Ward of the Kuur-Ishiminari"
"DOTA_Item_Call_of_the_Dendrochron"	"Call of the Dendrochron"
"DOTA_Item_100Proof_Jug"	"100-Proof Jug"
"DOTA_Item_Fine_Bone_Bracers"	"Fine Bone Bracers"
"DOTA_Item_PreyTrackers_Aspect_Mask"	"Prey-Tracker's Aspect Mask"
"DOTA_Item_Staff_of_the_Eagle"	"Staff of the Eagle"
"DOTA_Item_Blade_of_the_Dark_Ancients"	"Blade of the Dark Ancients"
"DOTA_Item_Habit_of_the_Seeker"	"Habit of the Seeker"
"DOTA_Item_HlotlFeather_Gloves"	"Hlotl-Feather Gloves"
"DOTA_Item_HlotlTusk_Headdress_of_the_Seeker"	"Hlotl-Tusk Headdress of the Seeker"
"DOTA_Item_HlotlFeather_Necklace"	"Hlotl-Feather Necklace"
"DOTA_Item_Wyrm_Helm_of_Uldorak"	"Wyrm Helm of Uldorak"
"DOTA_Item_Wyrm_Bracer_of_Uldorak"	"Wyrm Bracer of Uldorak"
"DOTA_Item_Wyrm_Skirt_of_Uldorak"	"Wyrm Skirt of Uldorak"
"DOTA_Item_Wyrm_Pauldron_of_Uldorak"	"Wyrm Pauldron of Uldorak"
"DOTA_Item_Gloves_of_the_Admirable_Admiral"	"Gloves of the Admirable Admiral"
"DOTA_Item_Ceremonial_Rapier"	"Ceremonial Rapier"
"DOTA_Item_Sword_of_the_SeventySeven_Seas"	"Sword of the Seventy-Seven Seas"
"DOTA_Item_Grand_Curls_of_the_Admirable_Admiral"	"Grand Curls of the Admirable Admiral"
"DOTA_Item_Seafarers_Shoes"	"Seafarer's Shoes"
"DOTA_Item_BackAche"	"Back-Ache"
"DOTA_Item_Excavators_Treasure"	"Excavator's Treasure"
"DOTA_Item_Excavators_Decorated_Treasure"	"Excavator's Decorated Treasure"
"DOTA_Item_Naval_Mine"	"Naval Mine"
"DOTA_Item_Swamp_Fins"	"Swamp Fins"
"DOTA_Item_Desc_Swamp_Fins"	"Ingen vet om denne oppvisningen betyr at Tidehunter er sint eller i brunst. Uansett har ingen overlevd for å spørre."
"DOTA_Item_Pillar_of_Strength"	"Pillar of Strength"
"DOTA_Item_Stone_Loins"	"Stone Loins"
"DOTA_Item_Stone_Guard"	"Stone Guard"
"DOTA_Item_Stone_Helmet"	"Stone Helmet"
"DOTA_Item_Helm_of_the_Radiant_Crusader"	"Helm of the Radiant Crusader"
"DOTA_Item_Armor_of_the_Radiant_Crusader"	"Armor of the Radiant Crusader"
"DOTA_Item_Bracers_of_the_Radiant_Crusader"	"Bracers of the Radiant Crusader"
"DOTA_Item_Sigil_of_the_Radiant_Crusader"	"Sigil of the Radiant Crusader"
"DOTA_Item_Hammer_of_the_Radiant_Crusader"	"Hammer of the Radiant Crusader"
"DOTA_Item_Champion_of_Emauracus"	"Champion of Emauracus"
"DOTA_Item_Raw_Hide"	"Raw Hide"
"DOTA_Item_Cerebral_Support"	"Cerebral Support"
"DOTA_Item_Femur_Thrasher"	"Femur Thrasher"
"DOTA_Item_BeastJaw_Bludgeoner"	"Beast-Jaw Bludgeoner"
"DOTA_Item_Mask_of_the_Freelancer"	"Mask of the Freelancer"
"DOTA_Item_Shoulderguard_of_the_Freelancer"	"Shoulderguard of the Freelancer"
"DOTA_Item_Pantaloons_of_the_Freelancer"	"Pantaloons of the Freelancer"
"DOTA_Item_Sword_of_the_Freelancer"	"Sword of the Freelancer"
"DOTA_Item_Dragonmaw"	"Dragonmaw"
"DOTA_Item_Pirate_Slayers_Bracer"	"Pirate Slayer's Bracer"
"DOTA_Item_Pirate_Slayers_Tricorn"	"Pirate Slayer's Tricorn"
"DOTA_Item_Squiddles"	"Squiddles"
"DOTA_Item_Spectrolite_Staff"	"Spectrolite Staff"
"DOTA_Item_Sword_of_the_Admirable_Admiral"	"Sword of the Admirable Admiral"
"DOTA_Item_Executioners_Axe"	"Executioner's Axe"
"DOTA_Item_Executioners_Cape"	"Executioner's Cape"
"DOTA_Item_Executioners_Trophies"	"Executioner's Trophies"
"DOTA_Item_Executioners_Hood"	"Executioner's Hood"
"DOTA_Item_SeaGods_Ceremonial_Headdress"	"Sea-God's Ceremonial Headdress"
"DOTA_Item_Desc_SeaGods_Ceremonial_Headdress"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Cold_Case_Bow"	"Cold Case Bow"
"DOTA_Item_Shuriken_of_the_Hidden_Hunter"	"Shuriken of the Hidden Hunter"
"DOTA_Item_Harvester_of_the_Hidden_Hunter"	"Harvester of the Hidden Hunter"
"DOTA_Item_Cleaver_of_the_Hidden_Hunter"	"Cleaver of the Hidden Hunter"
"DOTA_Item_Forgemasters_Apron"	"Forgemaster's Apron"
"DOTA_Item_Forgemasters_Armlet"	"Forgemaster's Armlet"
"DOTA_Item_Forgemasters_Hammer"	"Forgemaster's Hammer"
"DOTA_Item_Forgemasters_Mask"	"Forgemaster's Mask"
"DOTA_Item_Ice_Burst_Bow"	"Ice Burst Bow"
"DOTA_Item_The_Cleaver_of_Might"	"The Cleaver of Might"
"DOTA_Item_Natures_Bow"	"Natures Bow"
"DOTA_Item_Chronite_Armor"	"Chronite Armor"
"DOTA_Item_Chronite_Bracers"	"Chronite Bracers"
"DOTA_Item_Chronite_Scepter"	"Chronite Scepter"
"DOTA_Item_Voidkeepers_Visage"	"Voidkeeper's Visage"
"DOTA_Item_Ice_Burst_Bracers"	"Ice Burst Bracers"
"DOTA_Item_Ice_Burst_Greaves"	"Ice Burst Greaves"
"DOTA_Item_Creepers_Cruel_Painsaw"	"Creeper's Cruel Painsaw"
"DOTA_Item_Creepers_Cruel_Hook"	"Creeper's Cruel Hook"
"DOTA_Item_Creepers_Cruel_Shuriken"	"Creeper's Cruel Shuriken"
"DOTA_Item_Desc_Creepers_Cruel_Shuriken"	"\"Au!\""
"DOTA_Item_Blademothers_Crawlers"	"Blademother's Crawlers"
"DOTA_Item_Blademothers_Goggles"	"Blademother's Goggles"
"DOTA_Item_Blademothers_Abdomen"	"Blademother's Abdomen"
"DOTA_Item_Spiral_Staff"	"Spiral Staff"
"DOTA_Item_Pincher_Bow"	"Pincher Bow"
"DOTA_Item_Dressed_Pauldron_of_the_Mono_Militis"	"Dressed Pauldron of the Mono Militis"
"DOTA_Item_Cyclopean_Helm_of_the_Mono_Militis"	"Cyclopean Helm of the Mono Militis"
"DOTA_Item_Sword_of_the_Mono_Militis"	"Sword of the Mono Militis"
"DOTA_Item_Sword_of_the_Flameguard"	"Sword of the Flameguard"
"DOTA_Item_Pirate_Slayers_Cutlass"	"Pirate Slayer's Cutlass"
"DOTA_Item_Pirate_Slayers_Black_Flag"	"Pirate Slayer's Black Flag"
"DOTA_Item_ShovelMouthed_Mask"	"Shovel-Mouthed Mask"
"DOTA_Item_War_Blade_Right"	"War Blade"
"DOTA_Item_War_Blade_Left"	"War Blade (Venstre)"
"DOTA_Item_Headcrusher"	"Headcrusher"
"DOTA_Item_Helm_of_the_Flameguard"	"Helm of the Flameguard"
"DOTA_Item_Dressed_Pauldron_of_the_Flameguard"	"Dressed Pauldron of the Flameguard"
"DOTA_Item_Cape_of_the_Flameguard"	"Cape of the Flameguard"
"DOTA_Item_Skirt_of_the_Flameguard"	"Skirt of the Flameguard"
"DOTA_Item_Commanders_Helm_of_the_Flameguard"	"Commander's Helm of the Flameguard"
"DOTA_Item_Commanders_Gauntlet_of_the_Flameguard"	"Commander's Gauntlet of the Flameguard"
"DOTA_Item_Lucky_Alpine_Stalkers_Hat"	"Lucky Alpine Stalker's Hat"
"DOTA_Item_Alpine_Stalkers_Scarf"	"Alpine Stalker's Scarf"
"DOTA_Item_Alpine_Stalkers_Pants"	"Alpine Stalker's Pants"
"DOTA_Item_Alpine_Stalkers_Gloves"	"Alpine Stalker's Gloves"
"DOTA_Item_Back_Hook_Right"	"Back Hook"
"DOTA_Item_Back_Hook_Left"	"Back Hook (Venstre)"
"DOTA_Item_Witch_Doctors_Vile_Hat"	"Witch Doctor's Vile Hat"
"DOTA_Item_Desc_Witch_Doctors_Vile_Hat"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Witch_Doctors_Dreaded_Dreads"	"Witch Doctor's Dreaded Dreads"
"DOTA_Item_Juju_o_Wicked_Badness"	"Juju o' Wicked Badness"
"DOTA_Item_Staff_o_Wicked_Badness"	"Staff o' Wicked Badness"
"DOTA_Item_Mask_o_Wicked_Badness"	"Mask o' Wicked Badness"
"DOTA_Item_Witch_Doctors_Shrunken_Head_Staff"	"Witch Doctor's Shrunken Head Staff"
"DOTA_Item_Witch_Doctors_Wooden_Mask"	"Witch Doctor's Wooden Mask"
"DOTA_Item_Wich_Doctors_Tribal_Mask"	"Witch Doctor's Tribal Mask"
"DOTA_Item_Flower_Staff_of_the_PeaceBringer"	"Flower Staff of the Peace-Bringer"
"DOTA_Item_Lei_of_the_PeaceBringer"	"Lei of the Peace-Bringer"
"DOTA_Item_Horns_of_the_PeaceBringer"	"Horns of the Peace-Bringer"
"DOTA_Item_Beard_of_the_PeaceBringer"	"Beard of the Peace-Bringer"
"DOTA_Item_Desc_Beard_of_the_PeaceBringer"	"Lett og dunbløt."
"DOTA_Item_Pangolin_Carapace"	"Pangolin Carapace"
"DOTA_Item_Pangolin_Scarf"	"Pangolin Scarf"
"DOTA_Item_Frost_Spikes"	"Frost Spikes"
"DOTA_Item_Cape_of_the_Burning_Cabal"	"Cape of the Burning Cabal"
"DOTA_Item_Bracer_of_the_Burning_Cabal"	"Bracer of the Burning Cabal"
"DOTA_Item_Crest_of_the_Burning_Cabal"	"Crest of the Burning Cabal"
"DOTA_Item_Stylish_Wizards_Topnot"	"Stylish Wizard's Topnot"
"DOTA_Custom_Courier_ShittyWizard_Desc"	" "
"DOTA_Custom_Courier_MiniPudge_Desc"	"
"
"DOTA_Item_Announcer_Dr_Kleiner"	"Oppleser: Dr. Kleiner"
"DOTA_Item_Desc_Copy_of_Minipudge_Courier"	" "
"DOTA_Item_Announcer_Juggernaut"	"Oppleser: Juggernaut"
"DOTA_Item_MegaKills_Juggernaut"	"Megadrap: Juggernaut"
"DOTA_Item_Announcer_Natures_Prophet"	"Oppleser: Nature's Prophet"
"DOTA_Item_MegaKills_Natures_Prophet"	"Megadrap: Nature's Prophet"
"DOTA_Item_Treasure_Chest"	" "
"DOTA_TreasureChest_Rare"	" "
"DOTA_TreasureChest_Desc"	" "
"DOTA_Item_Name_Tag"	"Navnelapp"
"DOTA_Item_Desc_Tag"	"Merkelapp"
"DOTA_Item_75_Battle_Point_Booster_3_Days"	"75% Battle Point Booster (3 dager)"
"DOTA_Bundle_DOTA2_Access"	"Dota 2-invitasjon"
"DOTA_WearableType_Helmet"	"Hjelm"
"DOTA_WearableType_Misc"	"Diverse"
"DOTA_WearableType_All_Hero_Taunt"	"Alle heltehån"
"DOTA_WearableType_Strange_Modifier"	"Merkelig modifikasjon"
"DOTA_Item_Phantom_Assassins_Helmet"	"Phantom Assassins hjelm"
"DOTA_Item_Phantom_Assassins_Shoulder_Pads"	"Phantom Assassins skulderputer"
"DOTA_Item_Desc_Copy_of_Phantom_Assassins_Helmet"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Phantom_Assassins_Cape"	"Phantom Assassins kappe"
"DOTA_Item_Desc_Copy_of_Phantom_Assassins_Shoulder_Pads"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Phantom_Assassins_Weapon"	"Phantom Assassins våpen"
"DOTA_Item_Desc_Copy_of_Phantom_Assassins_Cape"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Phantom_Assassins_Daggers"	"Phantom Assassins dolker"
"DOTA_Item_Horn_Mask"	"Hornmaske"
"DOTA_Item_Rattlebite"	"Rattlebite"
"DOTA_Item_Taunt_Its_in_the_Bag"	"Hån: It's in the Bag"
"DOTA_Item_Desc_Copy_of_Disruptors_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Disruptors_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Disruptors_Hair"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Disruptors_Back"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Disruptors_Shoulder_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Phantom_Assasins_Doubleblade"	"Phantom Assasins dobbelsverd"
"DOTA_Item_Unusual_Paint"	"Uvanlig maling"
"DOTA_Item_Unusual_Paint_Blue"	"Uvanlig maling: Blå"
"DOTA_Item_Unusual_Paint_Purple"	"Uvanlig maling: Lilla"
"DOTA_Item_Unusual_Paint_Green"	"Uvanlig maling: Grønn"
"DOTA_Item_Unusual_Paint_Light_Green"	"Uvanlig maling: Lysegrønn"
"DOTA_Item_Unusual_Paint_Gold"	"Uvanlig maling: Gull"
"DOTA_Item_Unusual_Paint_Orange"	"Uvanlig maling: Oransje"
"DOTA_Item_Unusual_Paint_Red"	"Uvanlig maling: Rød"
"DOTA_Bundle_Desc_Assemblage_of_Announcers_Pack"	"Inkluderer de følgende, ofte brautende og alltid underholdende oppleserne:"
"DOTA_WearableType_Drum"	"Tromme"
"DOTA_WearableType_Wheel"	"Hjul"
"DOTA_Item_Elder_Tusk_of_the_Brave"	"Elder Tusk of the Brave"
"DOTA_Item_NoGuard_the_Courageous_Edge"	"No-Guard the Courageous Edge"
"DOTA_Item_Radiant_crystal_bracer"	"Radiant Crystal Bracer"
"DOTA_Item_Radiant_crystal_crown"	"Radiant Crystal Crown"
"DOTA_Item_Radiant_crystal_shoulder_armor"	"Radiant Crystal Shoulder Armor"
"DOTA_Item_Radiant_crystal_back_armor"	"Radiant Crystal Back Armor"
"DOTA_Item_Announcer_Storm_Spirit"	"Oppleser: Storm Spirit"
"DOTA_Item_Announcer_Pirate_Capn"	"Oppleser: Pirate Captain"
"DOTA_Item_MegaKills_Pirate_Capn"	"Megadrap: Pirate Captain"
"DOTA_WearableType_Knife"	"Kniv"
"DOTA_Item_Brewmasters_Staff"	"Brewmasters stav"
"DOTA_Item_Brewmasters_Barrel"	"Brewmasters tønne"
"DOTA_Item_Desc_Copy_of_Brewmasters_Staff"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Brewmasters_Bracers"	"Brewmasters armbeskyttere"
"DOTA_Item_Desc_Copy_of_Brewmasters_Barrel"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Brewmasters_Backpack"	"Brewmasters ryggsekk"
"DOTA_Item_Brewmasters_Shoulders"	"Brewmasters skuldre"
"DOTA_Item_Desc_Copy_of_Brewmasters_Backpack"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Rikis_Horns"	"Rikis horn"
"DOTA_Item_Desc_Copy_of_Rikis_Daggers"	"
"
"DOTA_Item_Rikis_Shoulder_Armor"	"Rikis skulderrustning"
"DOTA_Item_Desc_Copy_of_Rikis_Horns"	"
"
"DOTA_Item_Rikis_Tail"	"Rikis hale"
"DOTA_Item_Desc_Copy_of_Rikis_Shoulder_Armor"	"
"
"DOTA_Item_Rikis_Gloves"	"Rikis hansker"
"DOTA_Item_Desc_Copy_of_Rikis_Tail"	"
"
"DOTA_Item_Radiant_Crystal_Pauldrons"	"Radiant Crystal Pauldrons"
"DOTA_Item_Radiant_Crystal_Crests"	"Radiant Crystal Crests"
"DOTA_Item_Desc_Copy_of_BladedStaff_of_the_Reaper"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Makeshift_Sword_of_the_Reaper"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Bloodmist_Belt"	"Bloodmist Belt"
"DOTA_Item_Bloodmist_Helm"	"Bloodmist Helm"
"DOTA_Item_Bloodmist_Crescent_Axe"	"Bloodmist Crescent Axe"
"DOTA_Item_Bloodmist_Pauldrons"	"Bloodmist Pauldrons"
"DOTA_Item_MegaKills_Storm_Spirit"	"Megadrap: Storm Spirit"
"DOTA_Item_Bloodmist_Armor_Set"	"Sett: Bloodmist Armor"
"DOTA_Item_Lanayas_shoulders"	"Lanayas skuldre"
"DOTA_Item_Chaos_Knights_horse_head"	"Chaos Knights hestehode"
"DOTA_Item_Chaos_Knight_horse_amor"	"Chaos Knights hesterustning"
"DOTA_Item_Chaos_Knight_shoulderpads"	"Chaos Knights skulderputer"
"DOTA_Item_Chaos_Knight_helmet"	"Chaos Knights hjelm"
"DOTA_Item_Chaos_Knight_weapon"	"Chaos Knights våpen"
"DOTA_Item_Chaos_Knight_shield"	"Chaos Knights skjold"
"DOTA_Item_Naga_Sirens_Hair"	"Naga Sirens hår"
"DOTA_Item_Naga_Sirens_Swords"	"Naga Sirens sverd"
"DOTA_Item_Naga_Sirens_Tail"	"Naga Sirens hale"
"DOTA_Item_Naga_Sirens_Armor"	"Naga Sirens rustning"
"DOTA_Item_Gyrocopters_Bottles"	"Gyrocopters flasker"
"DOTA_Item_Gyrocopters_Gloves"	"Gyrocopters hansker"
"DOTA_Item_Gyrocopters_Goggles"	"Gyrocopters briller"
"DOTA_Item_Gyrocopters_Guns"	"Gyrocopters våpen"
"DOTA_Item_Gyrocopters_Propeller"	"Gyrocopters propell"
"DOTA_Item_Gyrocopters_Homing_Missile"	"Gyrocopters heimende missil"
"DOTA_Item_Sand_Kings_Head"	"Sand Kings hode"
"DOTA_Item_Nyxs_Weapon"	"Nyx' våpen"
"DOTA_Item_Nyxs_Armor"	"Nyx' rustning"
"DOTA_Item_Desc_Copy_of_Nyxs_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Nyxs_Helmet"	"Nyx' hjelm"
"DOTA_Item_Desc_Copy_of_Nyxs_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Sand_Kings_Armor"	"Sand Kings rustning"
"DOTA_Item_Sand_Kings_Arms"	"Sand Kings armer"
"DOTA_Item_Sand_Kings_Legs"	"Sand Kings bein"
"DOTA_Item_Sand_Kings_Tail"	"Sand Kings hale"
"DOTA_Item_Assault_Armor_Shoulders"	"Assault Armor Shoulders"
"DOTA_Item_Master_Assassins_Shoulders"	"Master Assassin's Shoulders"
"DOTA_Item_Nightmare_Blade"	"Nightmare Blade"
"DOTA_Item_BloodLetter_Right"	"BloodLetter (høyre)"
"DOTA_Item_BloodLetter_Left"	"BloodLetter (venstre)"
"DOTA_Item_Blood_Ravager"	"Blood Ravager"
"DOTA_Item_Desc_Obsidian_Destroyers_head"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Phantom_Assassins_Head"	"Phantom Assassins hode"
"DOTA_Item_Rubicks_Staff"	"Rubicks stav"
"DOTA_Item_Rubicks_Cape"	"Rubicks kappe"
"DOTA_Item_Desc_Copy_of_Rubicks_Staff"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Rubicks_Shoulder_Armor"	"Rubicks skulderrustning"
"DOTA_Item_Desc_Copy_of_Rubicks_Cape"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Lycans_Blades"	"Lycans knivblader"
"DOTA_Item_Lycans_Head"	"Lycans hode"
"DOTA_Item_Lycans_Armor"	"Lycans rustning"
"DOTA_Item_Lycans_Fur"	"Lycans pels"
"DOTA_Item_Lycans_Belt"	"Lycans belte"
"DOTA_Item_Necrolytes_Sickle"	"Necrophos' sigd"
"DOTA_Item_Necrolytes_Beard"	"Necrophos' skjegg"
"DOTA_Item_Desc_Copy_of_Necrolytes_Sickle"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Necrolytes_Headdress"	"Necrophos' hodeplagg"
"DOTA_Item_Desc_Copy_of_Necrolytes_Beard"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Necrolytes_Vestments"	"Necrophos' klesdrakt"
"DOTA_Item_Desc_Copy_of_Necrolytes_Headdress"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_AntiMages_Head"	"Anti-Mages hode"
"DOTA_Item_AntiMages_Shoulder"	"Anti-Mages skulder"
"DOTA_Item_AntiMages_Arms"	"Anti-Mages armer"
"DOTA_Item_AntiMages_Belt"	"Anti-Mages belte"
"DOTA_Item_Lone_Druids_Weapon"	"Lone Druids våpen"
"DOTA_Item_Desc_Copy_of_Chens_Staff"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Chens_Mount"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Chens_Helmet"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Chens_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Chens_Shoulder_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Treants_Head"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Treants_Foliage"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Treants_Hands"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Treants_Feet"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Savage_Beast_Shoulders"	"Savage Beast Shoulders"
"DOTA_Item_Savage_Beast_Weapon_Left"	"Savage Beast Weapon (Venstre)"
"DOTA_Item_Dooms_Weapon"	"Dooms våpen"
"DOTA_Item_Dooms_Helm"	"Dooms hjelm"
"DOTA_Item_Desc_Copy_of_Dooms_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
